stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8340B3388601,338861.0,Ballindonney,,52.4777171543083,-6.8068787792068,,,,
8340B338881,338881.0,Ballymore,,52.244257,-6.453153,,,,
8340B3388901,338891.0,Blackwater PO,,52.446270239657,-6.34776778150155,,,,
8340B3389401,338941.0,Fahys Cross,,52.3668769907678,-6.44926924228425,,,,
8340B3389901,338991.0,Lightwater,,52.2685703829457,-6.47693757343773,,,,
8340B339011,339011.0,Ballina Lower,,52.4213114007887,-6.35711145746114,,,,
8340B3390201,339021.0,Sleedagh,,52.2713298247352,-6.54972852868096,,,,
8340B339031,339031.0,Sleedagh,,52.2717726420142,-6.54991922211689,,,,
8340B3390601,339061.0,Kilacoe,,52.398998,-6.369811,,,,
8340B339071,339071.0,Killinick,,52.2573444654509,-6.45631588970013,,,,
8340B3391101,339111.0,Murrintown,,52.2872157179463,-6.52232604877792,,,,
8340B339141,339141.0,Curracloe NS,,52.3930811989792,-6.39147115076738,,,,
8340B339171,339171.0,Murrintown,,52.287381,-6.523061,,,,
8340B3391801,339181.0,Curracloe NS,,52.3931079638372,-6.391278,,,,
8340B339201,339201.0,Kerlogue Cross,,52.317875,-6.455663,,,,
8340B339221,339221.0,Kitestown,,52.364965,-6.513648,,,,
8340B339231,339231.0,Rathaspeck,,52.3014556513512,-6.49817082773188,,,,
8340B3392401,339241.0,Kyle Cross,,52.383907,-6.516597,,,,
8340B339271,339271.0,Rathaspeck,,52.3012442877553,-6.49851523370725,,,,
8340B339311,339311.0,Mountelliot,,52.4193020848259,-6.93622967178871,,,,
8340B339331,339331.0,Ballyanne,,52.4231700127311,-6.92362430475542,,,,
8340B3393401,339341.0,Castlebridge,,52.382226,-6.450364,,,,
8340B339361,339361.0,Ferrycarrig Bridge,,52.351592,-6.5101,,,,
8340B3393701,339371.0,Mountelliot,,52.41938296591,-6.93622772513161,,,,
8340B339381,339381.0,Ferrycarrig Bridge,,52.351566,-6.509897,,,,
8340B339411,339411.0,Kerlogue Manor,,52.317926,-6.455793,,,,
8340B339461,339461.0,Clonevin,,52.5574870659308,-6.23583619965597,,,,
8340B339481,339481.0,Boleys Cross,,52.214299563022,-6.52779126029503,,,,
8340B339491,339491.0,Clonevin,,52.5576836124001,-6.23575456804346,,,,
